"If you want to buy a car to drive in the city then Kwid is the car for you. Not only is it priced very competitively but it also has features like 300 lt boot, driver side air bag, a good dashboard and touch nav system with 7 inch touch screen. I really love this car and I am so happy that I deci...","5.00"
"I have bought the top variant of the Kwid and I am really happy with its performance and I think in this price it is the best car as compared to alto or eon. On highways there is some pick up issue but in the city driving it is very comfortable and there is no issue with the driving and handling....","5.00"
"The best part about the Kwid is that it is really affordable. I spent a lot on the accessories but I was not so tensed about it because if it would have been any other car I would have had to spend a lot more than this. The interiors and the looks of the car are pretty good at this price and the ...","3.75"
"It is a very cool car and in terms of performance I am really happy with it as it averages between 19-21 kmpl which is pretty decent. the interiors could have been better but I am not complaining since it has all features. The cabin space is good and storage is also very good so carrying a lot of...","5.00"
"My only criteria to buy a car was to not spend a lot so the first option I considered was alto but when I actually checked it out it was not very appealing. I heard about the launch of Kwid and decided to take a test drive. I had to wait for a while because there was too much response for the car...","5.00"
"Really happy with my kwid and I have been using it since past two months. The average is between 18-20 km which is quite ok. The  interior is decent and I really like the nav system and the steering controls. The steering wheel is responsive and I really liked the drivability and handling of the ...","5.00"
"I really love my kwid and it was a wise decision to buy this car. I got all the great accessories and even then I didn’t feel I was being too spendy since this car is pretty affordable. I wanted a car which was easy to drive in the city and what more this car looks so much better than alto and eo...","4.75"
"The Renault kwid is the only car I wanted to buy since it was launched. I took a test drive and I was pretty impressed with it. I got my car a month ago and I have already reached the 1500 km mark without any issues in the car. the dealership is good and I haven’t faced any maintenance issues wit...","5.00"
"The Renault kwid is really affordable car when it comes to looks you will think that it is like a mini SUV. The cost is very less for the features that are offered with this car like a big boot space, nav system, ac and the interior and dash board is good for this price. I think people who need  ...","5.00"
"I got my Kwid delivered last week and it is the best decision I made since I didn’t want to spend a lot on a car. my daily run is about 30 km and for driving in the city this car is really comfortable. There are no issues with this car at all and for using it on daily basis in city traffic is not...","5.00"
"I have bought the Renault Kwid three months ago and I have already used it for 1220 kms now. I like how the car is in the city but on highways I feel it lacks some power. But for this price it seems to be a good deal considering all the features like the nav system with a big touch screen and the...","5.00"
"I bought the Renault kwid a few months ago and I am really happy with this car as it is value for money. The performance is good and the interiors and features are pretty for this range. The 300 lt boot space is very useful when taking long trips. I will recommend this car for those looking for a...","5.00"
"Using this car for 9 months and drove 7500 kms, as of now no major problems. It is delivering me average of 19.6 km/l mileage with intermittent use of AC.","3.75"
"Acceleration is not linear in 1st gear, may be either clutch or accelarator proble. need to be adjusted. It gives push and pull effect during initial movement in first gear","4.00"
"Overall good car in its segment.  I am driving it from 5 months costs me around 4.75 lkhs with all accessories and music system   seatcover etc picup is b bit less but its ok for 799 cc.  One more thing i bought it from chandi the customer service was nice delivered to me with 2 months delay but ...","3.50"
"If driven carefully this can be a pleasure drive, handle it roughly and you will have to collect its nuts and bolts from roads.","3.75"
"Driven all all kind of roads Highway, city with bumper to bumper traffic,Village roads, katcha roads, 
City milage: 15 ~ 18 Km/l
Highway: 19 ~ 21.8 with AC on.
Comfort driving,steady steering even above 100Km speed, non tiring seating for long drive.","3.50"
"Worst service...7 months of booking but havent got my whicle..there is no hope in near future...they say company dont have stock...unsatisfying communications ...","3.50"
"Worst car of this age","1.00"
"The cute car for Indian market reaches the satisfaction level of middle class customer.","1.00"
"Driving is so easy, steering gives you so smooth transmission,
Engine sound is a bit high,
Only 2 front speakers, dat was awful when having passengers in backrow, they couldnt get to hear a thing, and trying to put on additional speakers, came to know that only 2 outputs are given f...","4.50"
"Dont buy any car of Renault. The dealer services and Renault company services is very poor. Overall my experience this is big failure brand.","2.25"
"If you think of economy after purchase don't suggest this brand vehicle","3.75"
"This car is engine very noisily,and average is very less 15kmpl,  interier is so cheap","3.50"
"Very nice","2.25"
"Drive 7500 KM now car is vibrating too much ,I complained in Renault showroom as well customer care but no good response,It means ""CAR BECHA TO ABHI KUTH LENA DENA NAHI"" If I will not get any +ve result I will make it ""KachraGadi""","4.50"
"best car","3.00"
"India,s no 1 failure car","4.50"
"There is not better car in this price range than the Kwid. I recently took a test drive and looking at the features on offer, it is the best option in the market out there. There is a 300 lt boot space, a particularly decent cabin with audio system and AC and a touch screen nav system which incre...","1.25"
"The best possible low budget hatchback in the market right now is the Renault kwid and I am really happy that I bought it. The 799 cc engine is good enough for city commute and if you occasionally take it out on the highway, it will not be a disappointment. There are good features like a touch sc...","4.25"
"The kwid has really good looks and the first time I drove this car I was really happy with its performance. It is really an ideal city car for daily conveyance. I wouldn’t say it is a highway car but in the city it doesn’t fail to perform. Features like touch screen nav system, a 300 lt boot spac...","4.00"
"I traveled almost 2000kms in this car,  Its good.","4.50"
"Performance of car is decreased when a/c is on. you can instant feel power let down. Engine heat is high.","3.75"
"The kwid is my dream car and I wouldn’t have bought any other car even if I had a choice. I loved the look of the car, it looks so sporty and macho in grey and the interiors are also really great which make it a premium car. There are no problems with the car as it has a very good performance, th...","4.50"
"Good car","5.00"
"Super car in this segment.","5.00"
"Not meet as expected by a renown brand RENAULT.","4.50"
"Dealer at ASANSOL is not atall equipped for selling the car, don't get service from there, i hv to go Durgapur for service which is 40KMS away. Asansol dealer could not given mere a cover/folder/bag for keeping my car papers till now. Not got the original insurance papers. Nothing else from the d...","3.00"
"Their should be service van which can resolve the customer problems at their residence just like Maruti.","3.00"
"I'm totally disappointed with the material which is used to built the interior Dashboard & etc. Current plastic material is very low quality material & suggest to Improve the quality of the plastic material for future Kwid products. And Rim size is does not match with the car dimensions. its too ...","1.00"
"Not a good vehicle from Renault .It spoiled its brand name.","3.75"
"I BOOKED THIS CAR ON 15-JUN-16 AND TIME OF MY DELIVERY IS ON 28-JUN-16. REALLY NICE TO DRIVE THIS CAR AND I M VERY EXCITED FOR THE DATE 28-JUN-16.","2.00"
"I love this car","3.75"
"Overall it is very good","4.00"
"My recommendation is not to buy this car.","4.50"
"Total waste of money.","3.25"
"I had alto, thought of going for super car Tiago but due to service issues with Tata gone for KWID, I think i should have changed my alto as soon as the kwid released for sale.","3.50"
"Had chosen the Car for being good in KPL.It gives just 8-9 km per litre.Very poor performance
2.The Seat is too low and there is no way to increase the level
3.Makes too much of sound while starting
4. The GPS is just not tuned to India.It gives repeatedly wrong directions.Read More »","3.75"
"Very bad service Bhuj showroom","2.50"
"too bad car wastage of money.","4.75"
"Major Complaints .
1. Burning Smell from the engine- Day 1
2. Left sound system is not working? 
3. Very poor Pickup- The car is literally out of breath in humps,uphill, slope.
4. Guys this car is very risky to drive in the city especially during signals - there is poo...","1.00"
"Overall I am happy with the car.
Renault is a good brand name you can rely upon","1.00"
"Plz don't buy , wastage of money , manufacturing defect .","3.75"
"Good looking. Better price.","1.00"
"Does not recommend to any body.Feel bad moving from Maruti to Renault.","3.25"
"It is really good vehicle for what you paid for. I drive recently in one of the big Ghat section of Karnataka Aagumbe..... it is very good experience. Navigation is extraordinary it helps in deep forest to drive. Good vehicle in entry level.","2.75"
"Overall a good driving experience.. happy with smooth functioning of the car... however has to be worked upon its average & gear shift....","3.75"
"I use this vehicle for daily city commutes and I'm happy with my choice :) with the ac on you dont feel much that the car is underpowered however you have to change gears timely . If u r thinking to boy this car , in my opinion it is the best car in the segment and yes the ac is very  good .","3.75"
"Just give good service atleast if we are telling some problem dont decide on 1min test drive and improve quality of car it has great potential .. poor pickup and too low mileage is major issue","3.75"
"Don't go for the looks and b a fool like me in dis. Price segemt there are many cars like Eon,Hyundai i10, Maruti 800cc, Chevrolet  spark, which are good in driving quality. We take car for driving pleasure but Kwid is just a piece of garbage.  All get attracted by d looks and features offer by R...","3.50"
"All is perfect I should have bought top end model that's the only repent. I took the Salem highway road so I was driving on average 100 -110 km per hour which seemed to be quite well. It was 388 km trip one way and I had only 1 stop for lunch. I was happy with the performance. The pick up will ta...","4.00"
"kwid is a very good value for money . I had bought it in feb 2016. some components like the side view mirror do seem to be made of cheap plastic but not really complaining. Seat space is convenient for four adults and gives you a feel of driving a big car. the grills and lights give an aggressive...","4.00"
"renault kwid looks very stylish and I am a proud owner so far. the top end model which I have is a good bargain and the lines and curves give this a macho look. steering is good and is a big help on congested roads and also in narrow spaces. I haven’t enjoyed such a good mileage with any small ca...","3.75"
"got the kwid only because it feels like a much bigger car on the inside and outside. ther is good legspace at the back too. Bluetooth connectivity and sat navigation featrues are surely a bonus for me at this price range and what’ s more you have 2 glove boxes   steering it feels very light and ...","4.50"
"kwid is definitely good value for money. has one of the best fuel efficiencies in this segment and a great car to have as your first one. very impressed! the high clearance and low height fooled me and gave me doubts about seat space and comfort but believe me I was wrong.driver side airbag is a ...","5.00"
"user of kwid for 3 months. not your everyday run of the mill hatchback but this is very unique in many aspects. Resembles an suv and the body seems to have quite a bit of elevation. they have provided a very large boot space without really compromising on inner seating space. power steering is ac...","4.50"
"full marks to renault for coming out with the kwid. body and exteriors are great and in this segment has the best looks. the front and headlights and fog lights grab attention and really go with the changing times. it is slightly noisy in first gear but gets better with speed. engine is good too ...","5.00"
"this is more like a mini suv at the price of a hatchback. what is hard to miss is the ground clearance I think specially designed for Indian roads/non-roads. Play of the clutch pedal is good and one main plus point is the mileage that is quite satisfactory now. The neck rest could have been made ...","5.00"
"Bought the renault kwid about a month before…and vey impressed. the interiors are well made and the touch screen display is I am sure a unique selling point. but guys, there should have been option for steering wheel adjustment though. the boot space in the car is also great and serves my purpose...","5.00"
"since Im a tall guy, the first thing I checked with all my hatchback options was the legroom and headspace. And once I tried the Kwid out it was hard to make me turn away. This is almost like a pint sized SUV. . excellent for my use. But I think 5 people might find it hard to travel long distance...","4.50"
"fantastic ride and fantastic vehicle. Kwid surely makes heads turn. that Definitely plays its part in paisa wasool if you ask me. This is my third hatchback and surely my best yet in performance and looks. Interior Is very luxurious and grill and exteriors are quite bold and I think inspired from...","4.00"
"Low milage 16-17,Ac not works properly,poor pickup
Noisy Engine
Visited service centr3 times to fix clutch problem  and poor pickup Performance is very low as compared to Maruti","4.00"
"The car is under powered, Noisy Engine
Visited two times for Cluch plate problem
and poor pickup since feb 2016","3.75"
"its such a bad cars only average is good otherwise its only better then scooter....","1.75"
"giving me 18km/l in chandigarh city , on highways mileage is 22-23 kmpl . so i am satisfied,on steep inclines need to drive in 1st gear - low power.","1.25"
"I travelled to my native from Chennai with Family and in between suspension bush came out and it was very noisy and car was not smooth. On road assistance helped to identify local mechanic and managed to came to to Chennai. Again ground clearance is not really helped in bumpy roads.. IT is too no...","4.25"
"Very good car at this segment.
overall performance is good.
Go for it","2.75"
"Excellent car in the entry level, better than alto, eon, king in the entry segment.","4.00"
"Iam really feeling that it is my luck to get this type of car,it is made for me","4.50"
"Very good car at this segment.  Feels you are driving a bigger car.  Ride quality is excellent.  I am getting a mileage of 18 KM in city and 20 KM on highways just after first service.","5.00"
"Long drive of Kwid is lot better as you can go on to 120Km/hr with out much problem. Yet Mileage is another false commitment from Renault.  I am getting 13-14in city and 20 on highways.

I was a user of Alto 2008 it is also an 800cc engine believe me 1st gear and 2nd gear pick up in...","3.75"
"Average mileage it gives is 17-18. It is a bit noisy car while in high speed. Very Bad experience. There is manufacturing defect in this vehicle. Whenever you are driving on heavy traffic conditions sometimes even after changing the Gear to ""1"" vehicle doesn't pick up. It waits for 1-2 mins. This...","3.25"
"I purchased a Kwid RXT on 4th March 2016 from Bhubaneswar dealership.

On 19th april when i was driving, just after driving 4-5 km the coolant alarm displayed  and with in a minute  smoke started coming out of the bonnet , the air from the AC also started smelling . I parked the car...","3.75"
"I got my Kwid after 1 month , car is very nice , look of the car is extraordinary , space also enough but pick up not good in 1st 2nd gear when ac is on , noise of engine also create question otherwise 100% best car","2.25"
"Myself Manjunath Marer, I got my K(w)id after 5 months of bookings... Till now I have driven more than 600 kilometers, I  am getting unbelievable milage of 24 Kmpl before 1st service & expecting even more after 1st service..There is no engine sound at all (as I read there is an engine sound issue...","4.00"
"Not satisfied with it's overall performance.
Driving isn't smooth. AC does not work with it's best effort. when AC works car performance droops down. poor pickup.","4.50"
"Performance is scaled only when u take yo car for a lonnnnng drive..kwid assures it....","2.50"
"Would like to appreciate team Renault's efforts, but should work engine noise & come up with the higher engine capacity.","3.75"
"Needs to improve in the power segment a lot, In city ride condition even in the first gear it dose not have sufficient power. Feels terrible when it comes to speed breakers. It tends to take a pause.","4.00"
"Very Bad experience. There is manufacturing defect in this vehicle. Whenever you are driving on heavy traffic conditions sometimes even after changing the Gear to ""1"" vehicle doesn't pick up. It waits for 1-2 mins. This is really frustrating.","4.25"
"Need to improve a lot bad performance. Bad mileage. Poor suspension AC not so good sometimes works some time doesn't. Vehicle vibrates very badly in the signal. Feel shame to drive this car.","3.50"
"It is a better option to go for KWID, if budget is limted. Average mileage it gives is 17-18. It is a bit noisy car while in high speed. But still feel proud while driving because look wise it is better than many car in the range of 3- 5 lakh.","2.25"
"over all very good car till today's experience worth to buy","3.75"
"Advantage , 98% spears made in india.
Due to term chain engine getting notice, average 18-20 maximum","4.50"
"While i driving in Hamp my car""s oil sump had broken because of made of Fibre engine oil sump ( engine oil tank) for this . they took 20 days still they have not repaired. they are telling spares are not available.Because this is new vehicle. this vehicle had came about  6months over.They are tel...","1.75"
"plz take note of it kwid on engine and quality puropse.due to duster reference your good in market .sir please take care of it .or lose the indian market.","3.00"
"If u r in luks its a good option but engine performace mileage wise is not even close to what company promises, cabin has heavy sound of runing engine which neutralise the peace of mind of spacious cabin","2.50"
"I like the power steering, but safety wise it needs improvement, a must go choice for first time car buyers, good mileage, after customizing accessories looks jaw opener and eye catching.","3.75"
"Its a value for car, which comes with great exterior look, but in interior like dashboard and other equipment's plastic quality not good as Hyundai eon.
It gives 22 kmpl on highway and 18 kmpl in city congested roads.
In ideal engine tidy noisy but after acceleration its smooth.Read More »","4.25"
"Kwid is low budget entry level car offered by RENAULT so don't expect more from it. After driving the Kwid for week I have experienced that its just a very cheap quality product offered by french auto makers Renault. Look wise its best car in its segment but performance wise its worst in this seg...","3.50"
"Prefer not to buy this car.","3.25"
"Kwid is an excellent car and I am very happy to have bought. For city commute it is ideal and there are no issues with it and it has very good features and the navigation system works really nicely, easy to drive in traffic.the boot space comes useful while travelling. Satisfied with this car.","4.00"
"I booked KWID RXT in Oct 2015 & got delivery of my car on 31 Jan 2016. In all the performance is excellent. Lookwise it ROCKS many people are eager to see the look.
Apart from this I am extremely happy to buy KWID
Will suggest others to buy in this segment","3.75"
"cost effective car with good looks and features, great for driving in the city,easy parking and driving and handling very good,happy with how it works.in this price, it is a good buy.","4.75"
"I loved how the kwid looks and the interiors are pretty decent and there is a lot of space in the cabin, i am so happy to have bought this car, i saved quite a lot because i bought this car. mileage is up to the mark and the nav system works really nicely, multimedia and steering mounted controls...","4.75"
"This car has the best looks in the segment. recently drove it from pune to mumbai, the drive was good, no issues in driving or handling, cabin is spacious, and the boot is huge. although it rumbles a bit in the beginning at low speeds, otherwise great after the second-third gear. buy this car if ...","4.25"
"Amazing car in terms of look and feel. driving and handling good but the safety features could have been better. i liked the pickup and the mileage of the car, above 18kmpl definitely, could be more on better roads. budget friendly car with great looks.","4.50"
"I love how the kwid looks and is a head turner on the roads and it is the best car when it comes to driving in the city, in this price range it is a budget buy. very happy with the car as of now.","4.25"
"Recently got the delivery of my Kwid, very happy with this car and i couldn't have asked for more in this price range. i have spent a bit on personalizing it as well so now it looks really catchy than it already is. Pickup is good although i haven't used it much with AC. The cabin space is enough...","4.50"
"Recently test drove the kwid rxt variant and i think it is a great car in this price range and the features like multimedia and nav system with a good ac make its interiors great. i guess it will be a great buy.","4.25"
"Very affordable car for daily use and low maintenance plus since it is light it gives a good performance and mileage, happy with how it has worked out for me. looks really like a baby duster.","5.00"
"Kwid is an excellent car and i am very happy to have bought. for city commute it is ideal and there are no issues with it and it has very good features and the nav system works really nicely, easy to drive in traffic.the boot spc comes useful while travelling. satisified with this car.","4.00"
"I did not know which car to buy until I test drove the Kwid. it has so many features and driving the car is really easy, it looks really good too. Not only does it have amazing premium features like touchscreen navigation system, it also has a good ground clearance, spacious cabin and boot space....","3.75"
"The renault kwid is an affordable compact car with premium features and the best part about it is how he looks. I was apprehensive about buying it but I was pretty convinced after a test drive. The engine is powerful and I loved the pickup as well as the looks of the car. Boot and cabin space and...","4.75"
"I bought this car in the last week of February.ai presently won Skoda Laura ,Innova and Verito.
I was looking for a small car.
Booked and got the car in 5days time. Had to pull some ropes though

Overall its a nice car to go at this budget. I am from kerala. Dont check...","4.50"
"I am getting 11.5km milage in city ride.mostly engine high sound an vibration like old diesel engine cars.Local interiors.only good looking and good boot space","3.25"
"This is my third car after Swift and i10 however milege of this car is not expected","1.75"
"When i drive through a little uneven roads in kolkata the car jumps too much even at 40km speed and while starting engine race automatically increases for 15 secs and gradually decreases without touching accelator and engine sound is like a diesel engine. there is no door lock on left door (surpr...","1.00"
"Its too best than any other entry level car and a good worthy for your amount  I love really driving KWID Thanks for the designers for giving it such a sportive look and best performance i ever experienced at this price.","2.75"
"Persons who like looking they can buy this car but persons who need performance this is worst car in small segment. Just like big brother of Tata Nano. Alto800 ,K10 and Hyundai Eon is better in small cars","5.00"
"i recommend to people u can buy this car without any worry.","2.25"
"I'm getting 19-20 km in city conditions in highway not yet tested... May be in this month.... 
Very Good mileage & really hats off to the shock observers...really nice....","4.25"
"out look is very good interior is superb and pickup is best in this price there is only none default that its break is not stronger compaired to speed","3.75"
"Amazing car from renault in this price range and since i have the top most variant, i am really happy with all the features it is offering at this price range. Fully customised this car and it looks dashing on the road.","4.00"
"While driving I'd advise people to take care of the corners as the height of vehicle is quite high, rest suspension are too good to avoid even large path holes easily. I don't know y people are comparing it with alto and eon , truly says apart of engine dimensions kwid is far better than of i10 a...","4.50"
"I just went to the showroom and did a test drive of kwid and I liked the car so much that I book the car on spot. On November. But after January 3 I asked the manager about my delivery of my car he said u can expect the car only by march 15. I got very angry and I cancel the booking of my car.","3.75"
"Best car. I have purchase this car on 24th december 2015. Milage is about 17-18 km in city and 21-22 km on highway.","3.00"
"The handbrake on this car sucks. I drove this car all the way to Manali and always had to place a rock beneath the tires to ensure it doesn’t drag down on the slope. Apart from this problem rest all is coll and I would give it a thumbs up.","4.50"
"This is the best buy I ever made in my life. Due to so many features of this car I always feel so comfortable sitting in this car. However the noise in engine is a bit problematic but it can be fixed by a technician for a very low cost.","3.50"
"The best part about having this car is its mileage. Due to really good mileage figures I use it on a daily basis and do not have to worry about my wallet getting too light. I thank Renault for making such a wonderful car and I would suggest you to go for it.","3.00"
"OK for cost buy this car u don't expect 1.2 l engine performance compare only 800cc  good infotainment recommend to every one for entry-level hatch back","3.00"
"This is the best car ever and I feel so lucky to have it as a part of my family. I can go for long drives without worries and can enjoy all the pleasures of driving. I got this car in May and in past 2 months it has become love of my life.","4.75"
"The comfort of this car amazes me. I also own a WagonR but the amount of difference that I can see in the operation of this car and that I vast. This car is damn comfortable and can be enjoyed on long drives by both the passenger and drivers too.","3.75"
"Kwid is an amazingly awesome budget hatchback released by renault and I am so happy to have bought it. It has very good performance and no issues at all. I have been using it since two weeks now. I am really happy with it. Ideal for those who are looking to buy a budget car.","4.00"
"I really liked how the Kwid has been made and the pricing is so competitive. It has an edge over alto and eon in terms of space and design as well as costing. My test drive made me book the car and I am hoping I will get it soon. Very good car in this segment. At last something new.","5.00"
"The Renault Kwid is a really good car for those who are in search of a light, small car that can get them to places, produces less noise and provides them with good mileage. The car usually provides 21 kmpl of mileage on an average when on highways. The best part about the car is that its engine ...","4.75"
"As they say big things come in small packages, this one certainly proves true for my Renault Kwid it has cool stylish looks nice powerful engine smooth handling and great mileage and this in a fair but price. I am very happy with my decision to buy the Renault Kwid over other car in this segment....","4.50"
"I am living in town area 6 kms away from city and using in normal conditions since I was having Maruti cars for the past 15 years.","4.00"
"Drive Quality is Good .Overall Good performance of the 800 cc Engine with AC.","3.75"
"Hi, i got my car on 27th November 2015 after 3 month of waiting. I booked white but got bronze instead :). I am quite happy so far with the product. In Delhi i am getting 19+kmpl as mileage. I faced problem with battery and they replaced it with stand by battery bcoz parts were not available due ...","3.75"
"Hyundai eon is much better in case of dashboard quality, pickup, and safety.....","4.00"
"In My Test drive experience. worth for money. suitable for medium class family. very very slow pick up.
I have booked the car on sep. sill waiting. delivery is very slow. I think, i have been cancel this booking. on dec 25th Show room manager told me, we will delivery this car after 15 to ...","2.25"
"I Really thanks to Renault for bringing kwid for Indian market 
This car defentley GAME CHANGER","3.75"
"The looks of the car is amazing. Seating space is more as compared to other cars in this segment. ","4.50"
"Mostly engine high sound and pickup is also needed to set right otherwise car is very good for middle class family.","5.00"
"consider just it as a secondary city car. But a car at this price is not bad to buy it. I would just an average family to bring it at their home.","4.25"
"Excellent small car. Nice space, good comfort, excellent ground clearance.","2.50"
"Don't compare Renault kwid with swift, i20. Cars above 1200CC. Campare the cars whose price is below 5 lacks on road price. You will definitely try to buy Renault kwid.","4.75"
"The main heart of car is Engine.and this part not working good . So dont go by looking only look.","5.00"
"Hi Team,
I have booked Renault Kwid. 2 weeks back, the sales man told me the delivery will be in January 2016 but now he says that delivery will b March 2016.

This car production is 4.80lacs year approx 40k per month.

50k is booking s far. I dont uderstand why...","3.25"
"M lucky to get the car on Maha asthmi, as I booked earlier. This is my first car and also love at first sight I show it in video and it attracted me. I waited more than 3 months for it. Now finally i Own it.
Great car for daily city use.
Control is nice.
AC is awesome....","3.00"
"Comfort level for such hatchback car is recommendable. Truly one in its variant class. Awesome looks and interior. Nice features like GPS, Bluetooth, nice cooling for AC, spacious rear seat, good pickup while AC is off.","4.75"
"What design. This is my dream car.i like its look mileage.. anf nice pick up in full a.c..its look like cheeta.
Plz delivery fast..","3.75"
"Its really superb car for middle class family,blindly go ahed","5.00"
"i boocked car on 21st october,2015,Bronze colour,
I LOVE RENAULT CAR,i.e trust means renault company.","4.75"
"A car with all facilities of a SUV and still low in price with high mileage - the needs of middle class salaried persons have been taken care of well.","5.00"
"delivery as early as possible 
second row power window
accesories must be free not chargble .
if possible make some adjustment with second row so that 3 people can seat comfortable. i belong to middle class of group i can offord 3 to 4 lck to buy new car ..
just last m...","3.75"
"The startup sound from engine like a humming sound is more than other petrol cars which is very annoying and sounds very uncomfort in the car is a measure problm which i want to suggest to work with that sound and reduce aur correct aur i can say that to plzzz check it.............","5.00"
"Best affordable car in low price","4.25"
"one of the best car with good boot and interior space .
exterior looks excellent. Suitable to all class of people . ","5.00"
"Thanxs Mr.Ghosn for this beautiful Cute Caaaaarrrrrrrr ""The Baby Duster""","4.25"
"I travel to 1000 km to Mumbai and guess what had a superb experience to have renault kwid.","5.00"
"Checked out kwid at Delhi, it is the best small car in the market and alto and eon are nothing compared to it. the engine is great and the car has a good ground clearance and the car looks so masculine that you just cannot take your eyes off it. the interiors have been done tastefully and all in ...","3.75"
"I don't care about all i just want how to i get car in my low budget.i want to give gift to my parents & surprise who give me all my needs full fill. now my turn.
i just think how i get car in my 10000 salary. so thank you so much Renault..... 4 make me Happy :)","4.75"
"I just saw the video of New Renault Kwid which is just superb. It has all the features which we generally found in the car range between 7-10 lac. So according to me it is the best among all the hatchbacks.","4.25"
"Absolutely brilliant new Renault kwid... overall good hatchback car, game changer in indian car Market...","4.00"
"Marutisuzuki harass their customer in many ways by their dealer, please dont ever, EVER purchase MARUTISUZUKI's car

I have purchased my car froms 'Yash Cars' Parbhani showroom. I cleared all payment(on road) by 19th april 2016, took a delivery on 9th may 2016. That time, I was told...","3.50"
"The Maruti Suzuki has introduced lot of newness in this latest version of Alto, including driver airbag, collapsible steering, child lock etc. The engine performance is also improved with better fuel efficiency of 24.5kmpl as claimed by Maruti Suzuki. However what didn't impress me is its build q...","1.25"
"Class  1","4.00"
"I am driving this car for around two years and I am very much pleased with the performance of the car in city driving. It gives excellent mileage of 18kmpl in city and above 20 on highways and maintenance is really very less.","5.00"
"When I thought of buying a car, I was advised by my friends that Alto 800 will be the ideal option. I must say that I have been driving my Alto 800 for two years now, and the car did not give me any trouble ever. The diminutive size of my car makes it easy to conveniently park it anywhere in the ...","4.00"
"Maruti's Alto has always been a choice for people who want a small budget car. Though, the company has not worked too much on the exteriors but I liked the refreshed front design. The interiors of the car are adequate to fit four people easily. It is comfortable and offer good rear seat leg space...","4.00"
"Maruti Suzuki Alto 800 comes out to be a fuel economical car for my daily use. My overall driving experience with Maruti Suzuki Alto 800 was not good or I can say it was acceptable. I don’t why engine and road noise enters the cabin especially when I drive at high speed and hit good rpm in the in...","4.00"
"I purchased new Maruti Alto 800. Though, the exterior looks are not too attractive but still better from the previous ones. Interiors have enough space with average comfort level as per the size and price of the car. Ride quality is good and comfortable. Though, the engine gives a good fuel effic...","4.00"
"Exterior: I felt Eon and Kwid more appealing(looks) but 'Appearances are often deceptive'.  Alto 800 2016 has improved a lot in looks. I chose Alto 800 as Practicality was the prime concern.  I added crome so that it looked better. 

Interior (Features, Space & Comfort) The 796cc c...","4.00"
"Look like a star","3.50"
"You cannot get a better car than this in this segment at such low price. It has appealing exterior with well-crafted design. Its interiors are equally pretty as its exteriors and the design will catch your attention especially if you compare it with the old model. The car is comfortable and smoot...","3.50"
"It was my first car and I chose this one because of its low price and the legacy that Maruti Suzuki carries with it. But after driving it for few months I am disappointed with this edition. Its exterior is of medium level and interior also average and it lacks lot of basic features like remote fu...","3.25"
